Sonnet,line,sentiment_m,sentiment_v,sentiment_r
28,9,1,0.679225,0.872979017
28,10,1,0.776103,0.119502685
28,11,1,0.183208,0.554578679
28,12,1,0.312271,0.032916814
28,13,-1,-0.5733,-0.424491212
28,14,-1,0.404629,-0.130101077
29,1,-1,-0.538,-0.554648782
29,2,-1,-0.27546,-0.316715828
29,3,-1,-0.30043,-0.663928571
29,4,-1,-0.5901,-0.936756432
29,5,-1,0.94887,0.934739247
29,6,-1,0.850915,0.047358099
29,7,-1,-0.00635,0.826907061
29,8,-1,0.782454,0.835078964
29,9,-1,-0.5746,-0.85715352
29,10,0,-0.00635,0.306689691
29,11,1,0.382454,0.096006567
29,12,1,-0.43897,0.439774409
29,13,1,0.947363,0.902771674
29,14,1,-0.43897,-0.227126429
30,1,1,0.487513,0.249295946
30,2,0,-0.00635,-0.235752445
30,3,-1,-0.32497,-0.889150986
30,4,-1,-0.51948,-0.759215842
30,5,-1,-0.62196,-0.133526774
30,6,-1,0.801615,-0.519944604
30,7,-1,-0.82217,-0.887423844
30,8,-1,-0.17115,-0.754007879
30,9,-1,-0.67901,-0.65790461
30,10,-1,-0.73918,-0.221218063
30,11,-1,-0.62196,-0.918247032
30,12,-1,-0.1169,-0.226801335
30,13,1,0.883961,0.289895936
30,14,1,-0.48041,0.144732969
31,1,1,-0.00635,0.708069043
31,2,0,-0.70452,-0.796514182
31,3,1,0.902368,0.920590988
31,4,0,0.506781,-0.478841748
31,5,-1,-0.00635,-0.171886593
31,6,-1,0.831432,0.189051369
31,7,0,-0.34887,-0.148156365
31,8,1,-0.00635,-0.168824398
31,9,1,0.404629,-0.002967358
31,10,-1,0.560603,-0.300719053
31,11,0,-0.00635,0.2464036
31,12,0,-0.27546,-0.167447209
31,13,1,0.638859,0.966051412
31,14,1,-0.00635,0.440167182
32,1,0,-0.00635,0.615732599
32,2,-1,-0.65156,-0.276216953
32,3,0,-0.00635,0.312446417
32,4,-1,-0.34887,-0.918866332
32,5,-1,-0.00635,0.028445424
32,6,-1,-0.00635,-0.034651352
32,7,1,0.679225,0.382996795
32,8,-1,0.560603,0.757685646
32,9,1,0.870398,0.361702937
32,10,-1,0.230893,0.260435519
32,11,-1,0.850915,-0.223744236
32,12,-1,0.467707,0.267939709
32,13,-1,-0.28805,-0.287011172
32,14,1,-0.00635,0.41849758
33,1,1,0.679225,0.994995881
33,2,1,0.609257,0.32664775
33,3,1,0.609257,0.441756667
33,4,1,0.652853,0.682439152
33,5,-1,-0.00635,-0.61351735
33,6,-1,-0.55597,-0.967745368
33,7,-1,-0.19785,0.025566563
33,8,-1,-0.88375,-0.954686368
33,9,1,-0.00635,0.646192969
33,10,1,0.652853,0.950923211
33,11,-1,-0.00635,0.276383695
33,12,-1,-0.00635,-0.205591066
33,13,1,0.487513,0.707854013
33,14,1,-0.00635,-0.029146945
34,1,-1,0.74747,0.064452151
34,2,-1,-0.00635,-0.170213209
34,3,-1,-0.00635,-0.265545227
34,4,-1,-0.72809,-0.754461867
34,5,-1,-0.00635,-0.220354337
34,6,-1,-0.00635,0.077250441
34,7,-1,-0.03412,-0.390941114
34,8,-1,0.410764,-0.630048842
34,9,-1,-0.18342,-0.6710027
34,10,-1,-0.34887,-0.432746331
34,11,-1,-0.24995,-0.695792606
34,12,-1,0.543272,0.303416008
34,13,1,0.709688,0.286014947
34,14,1,0.21141,-0.550332573
35,1,0,-0.72562,-0.505742712
35,2,-1,-0.00635,-0.085697348
35,3,-1,-0.00635,-0.39863442
35,4,-1,-0.00635,-0.925690256
35,5,-1,-0.51948,-0.717183663
35,6,-1,-0.00635,-0.181643383
35,7,-1,-0.00635,-0.749066653
35,8,-1,-0.77966,-0.626991184
35,9,0,-0.43897,0.023018887
35,10,0,0.049193,-0.014834492
35,11,-1,-0.00635,0.100605236
35,12,-1,-0.5733,-0.785107686
35,13,0,-0.00635,0.086315156
35,14,0,-0.5733,-0.887340877
36,1,-1,-0.00635,0.11659617
36,2,1,0.609257,0.834165768
36,3,-1,-0.00635,0.062902192
36,4,-1,-0.54855,-0.302809199
36,5,1,0.809473,0.599708354
36,6,-1,-0.5733,-0.202081719
36,7,1,-0.00635,0.051061595
36,8,-1,0.609257,-0.069801438
36,9,-1,-0.00635,-0.703435137
36,10,-1,-0.69193,-0.805388974
36,11,-1,0.78493,0.05705386
36,12,-1,0.525296,-0.243920557
36,13,1,-0.84726,0.777136084
36,14,1,0.467707,0.654136294
37,1,1,0.638859,-0.220139493
37,2,1,0.426265,0.246763558
37,3,-1,-0.47309,-0.691266463
37,4,1,0.737244,0.771836142
37,5,0,0.844672,0.456890089
37,6,0,-0.00635,-0.07360437
37,7,1,0.287729,0.038825802
37,8,1,0.679225,0.736597744
37,9,1,0.780086,-0.106848391
37,10,1,-0.00635,-0.169849459
37,11,1,-0.00635,0.885891285
37,12,1,0.577395,0.767988961
37,13,1,0.964801,0.924761709
37,14,1,0.801615,0.917957176
38,1,-1,0.076749,-0.170131423
38,2,1,-0.00635,-0.038620031
38,3,1,0.679225,0.97375982
38,4,-1,-0.00635,-0.523844455
38,5,1,0.467707,0.665448761
38,6,1,0.467707,0.074581329
38,7,-1,-0.6972,-0.786647764
38,8,1,-0.00635,-0.080551097
38,9,1,0.306997,0.767460583
38,10,0,-0.00635,-0.124243672
38,11,1,-0.00635,0.362526889
38,12,1,-0.00635,0.437239163
38,13,1,0.593649,0.365766143
38,14,1,0.616792,0.427834998
39,1,0,0.237244,0.386571024
39,2,1,0.467707,0.725191932
39,3,-1,0.593649,0.770869996
39,4,-1,0.757481,0.539435314
39,5,-1,-0.00635,-0.389578592
39,6,-1,0.666308,-0.189685709
39,7,0,-0.00635,-0.151186244
39,8,1,-0.27546,0.006372919
39,9,-1,-0.00635,-0.650735643
39,10,1,0.447363,0.044940933
39,11,1,0.809473,0.878672849
39,12,1,0.269645,-0.306082261
39,13,0,-0.00635,0.13035725
39,14,1,0.577395,0.638093654
40,1,-1,0.893541,0.75220473
40,2,-1,-0.00635,0.104172878
40,3,-1,1,0.143956
40,4,-1,-0.00635,0.222114231
40,5,0,0.914532,0.721759151
40,6,0,0.788052,0.78572363
40,7,-1,-0.68558,-0.549910094
40,8,-1,-0.00635,-0.162540972
40,9,1,0.15845,0.180808369
40,10,-1,-0.82217,-0.568276804
40,11,-1,0.577395,0.041085051
40,12,-1,-0.77018,-0.36535311
40,13,-1,0.287729,0.502771873
40,14,1,-0.74133,-0.605783213
41,1,-1,0.824327,-0.76183853
41,2,-1,-0.00635,-0.180045695
41,3,-1,0.757481,0.940543081
41,4,0,-0.00635,-0.417429761
41,5,0,0.817115,0.583712076
41,6,0,0.577395,0.092726545
41,7,-1,-0.00635,-0.0074541
41,8,-1,-0.06189,-0.103819196
41,9,-1,-0.00635,0.146729893
41,10,-1,0.624327,0.233727865
41,11,-1,-0.60635,-0.704311479
41,12,-1,-0.19785,-0.391936469
41,13,-1,0.624327,0.706318223
41,14,-1,0.624327,-0.538664156
42,1,-1,0.410764,-0.071995308
42,2,1,0.824327,0.881066275
42,3,-1,-0.00635,-0.029275404
42,4,-1,0.467707,-0.622973346
42,5,1,0.426265,-0.193969104
42,6,1,0.914532,0.440556847
42,7,0,-0.7239,-0.672140621
42,8,0,0.525296,0.224009606
42,9,0,-0.17115,-0.323698104
42,10,0,-0.19785,-0.779114675
42,11,-1,-0.43897,-0.042007196
42,12,0,-0.00635,0.151524948
42,13,1,0.950054,0.986335995
42,14,1,0.346071,0.949525761
43,1,0,0.679225,0.566887123
43,2,0,-0.00635,-0.26097092
43,3,1,0.585576,0.030258391
43,4,1,0.74747,0.082540191
43,5,1,0.467707,0.181162361
43,6,1,0.609257,0.110164646
43,7,1,0.404629,0.894500335
43,8,1,-0.00635,0.519373966
43,9,0,0.638859,0.454510336
43,10,0,-0.00635,0.168974236
43,11,1,-0.70452,-0.142937402
43,12,1,-0.00635,0.1207035
43,13,-1,-0.00635,0.396173067
43,14,1,0.72648,0.580875165
44,1,0,-0.43897,-0.320132762
44,2,1,0.23423,-0.714320961
44,3,1,-0.00635,0.554723732
44,4,1,-0.00635,0.131049324
44,5,0,-0.30043,0.023851167
44,6,-1,-0.00635,-0.221165113
44,7,1,-0.00635,0.51161671
44,8,1,-0.00635,-0.014390199
44,9,-1,-0.75511,-0.840019569
44,10,-1,-0.00635,-0.035474993
44,11,-1,-0.00635,-0.203049915
44,12,-1,-0.17115,0.188170988
44,13,-1,-0.00635,-0.368381124
44,14,-1,-0.78428,-0.764947896
45,1,0,-0.37234,0.061210163
45,2,1,-0.00635,0.58120057
45,3,1,0.426265,0.195295457
45,4,1,0.21141,-0.016625398
45,5,0,-0.00635,-0.134123639
45,6,1,0.679225,0.615681265
45,7,-1,-0.27546,-0.015507177
45,8,-1,-0.94499,-0.861188138
45,9,1,-0.00635,0.011135844
45,10,1,0.21141,0.157902901
45,11,1,0.534338,0.163298301
45,12,1,0.336168,0.435966133
45,13,-1,0.593649,-0.15961519
45,14,-1,-0.32497,-0.930442553
46,1,-1,-0.65156,-0.357798518
46,2,-1,-0.00635,-0.176683762
46,3,-1,-0.00635,0.166103268
46,4,-1,0.679225,0.402989657
46,5,0,-0.00635,-0.130637224
46,6,1,-0.00635,-0.15667673
46,7,-1,-0.51948,-0.110152838
46,8,1,-0.14413,-0.411298658
46,9,0,-0.00635,-0.39659045
46,10,0,-0.00635,0.079188077
46,11,0,0.487513,-0.084198536
46,12,0,0.679225,0.541352068
46,13,1,-0.00635,0.152724147
46,14,1,0.679225,0.805693373
47,1,1,-0.00635,0.162710261
47,2,1,0.467707,0.619104102
47,3,-1,-0.00635,-0.381230935
47,4,-1,0.359634,0.204916641
47,5,1,-0.00635,0.768903276
47,6,1,-0.00635,0.21379106
47,7,1,-0.00635,0.130071247
47,8,1,0.801615,0.166605047
47,9,1,0.679225,0.354381584
47,10,1,-0.00635,0.322889316
47,11,1,-0.32497,0.209239126
47,12,1,-0.00635,0.602227566
47,13,1,-0.00635,0.060835165
47,14,1,0.638859,0.998690054
48,1,1,0.15845,0.017299201
48,2,1,0.467707,0.089278724
48,3,1,-0.00635,0.296477981
48,4,1,0.75662,-0.443672489
48,5,1,0.652853,0.30012368
48,6,-1,0.842842,0.083958895
48,7,1,0.96254,0.888443809
48,8,-1,-0.5733,-0.721894197
48,9,0,-0.00635,-0.163718729
48,10,-1,0.525296,0.091527967
48,11,0,0.467707,0.304693885
48,12,0,0.609257,0.192652943
48,13,-1,-0.538,-0.529072989
48,14,-1,0.896555,-0.279470998
49,1,-1,-0.00635,-0.43845452
49,2,-1,-0.43897,-0.702187152
49,3,-1,0.679225,0.408936057
49,4,-1,0.336168,-0.027347463
49,5,-1,-0.32497,-0.074145551
49,6,-1,0.264478,-0.067407764
49,7,-1,0.679225,0.029491304
49,8,-1,-0.00635,0.037216864
49,9,1,-0.00635,-0.071745164
49,10,1,-0.00635,-0.002799746
49,11,-1,0.525296,-0.240007003
49,12,1,-0.00635,0.045460486
49,13,-1,-0.03412,-0.056465323
49,14,-1,0.487513,-0.40931901
50,1,-1,-0.00635,-0.125661506
50,2,1,-0.30043,0.352195483
50,3,1,0.382454,-0.363661703
50,4,-1,-0.00635,0.107597082
50,5,-1,-0.74995,-0.849441073
50,6,-1,-0.30043,-0.175195825
50,7,0,-0.00635,-0.459227831
50,8,-1,0.638859,0.010959904
50,9,-1,-0.18235,-0.949933076
50,10,-1,-0.71647,-0.72597294
50,11,-1,-0.00635,-0.356906017
50,12,-1,-0.00635,0.356228112
50,13,-1,-0.00635,-0.0204026
50,14,-1,-0.32497,-0.311206574
51,1,0,0.577395,0.195674308
51,2,-1,-0.43897,0.04067407
51,3,-1,-0.00635,-0.074357349
51,4,-1,-0.32497,0.112103897
51,5,-1,-0.46006,-0.947626471
51,6,1,0.104198,-0.091866671
51,7,1,-0.00635,0.183674116
51,8,1,-0.32497,0.232731142
51,9,1,0.131432,0.024900963
51,10,1,0.838105,0.528618411
51,11,1,-0.80614,-0.021007047
51,12,1,0.998062,0.715345525
51,13,1,-0.00635,-0.310984831
51,14,1,-0.06189,0.089693994
52,1,1,0.873735,0.739340688
52,2,1,0.679225,0.751579526
52,3,0,-0.00635,-0.147242983
52,4,1,-0.32443,-0.450591312
52,5,1,-0.20872,0.3199122
52,6,0,-0.00635,-0.091483345
52,7,0,0.560603,-0.02369903
52,8,1,0.487513,0.114775247
52,9,1,-0.00635,0.444505577
52,10,0,-0.19785,-0.127858919
52,11,1,0.910657,0.889338609
52,12,1,-0.17115,-0.1393871
52,13,1,0.638859,0.971476892
52,14,1,0.766954,0.264251999
53,1,0,-0.00635,0.034334524
53,2,1,-0.22411,-0.592786672
53,3,0,-0.00635,0.246341079
53,4,1,-0.00635,0.14272697
53,5,0,-0.00635,-0.081463796
53,6,-1,-0.00635,-0.745279506
53,7,0,0.624327,0.325368754
53,8,1,-0.00635,0.048562643
53,9,1,-0.00635,0.115018368
53,10,1,0.624327,0.378086021
53,11,1,-0.00635,0.12204452
53,12,1,0.638859,0.995598214
53,13,1,0.447363,0.391609698
53,14,1,0.534338,-0.310191456
54,1,1,0.89085,0.833645096
54,2,1,0.691819,0.2605623
54,3,1,0.171798,0.184402237
54,4,1,0.487513,0.700163504
54,5,1,-0.00635,-0.268985031
54,6,1,-0.00635,0.226086079
54,7,0,0.359634,-0.033289762
54,8,1,-0.00635,0.145280364
54,9,-1,0.609257,0.160446351
54,10,-1,-0.00635,-0.325793346
54,11,-1,-0.24995,-0.595839608
